,Unnamed: 0,keyword,site_name,URL,snippet,ranking,target
47,47,Meta Learning,Offline Meta-Reinforcement Learning with Online Self-Supervision,http://arxiv.org/abs/2107.03974v2,"Meta-reinforcement learning (RL) can meta-train policies that adapt to new tasks with orders of magnitude less data than standard RL, but meta-training itself is costly and time-consuming. If we can meta-train on offline data, then we can reuse the same static dataset, labeled once with rewards for different tasks, to meta-train policies that adapt to a variety of new tasks at meta-test time. Although this capability would make meta-RL a practical tool for real-world use, offline meta-RL presents additional challenges beyond online meta-RL or standard offline RL settings. Meta-RL learns an exploration strategy that collects data for adapting, and also meta-trains a policy that quickly adapts to data from a new task. Since this policy was meta-trained on a fixed, offline dataset, it might behave unpredictably when adapting to data collected by the learned exploration strategy, which differs systematically from the offline data and thus induces distributional shift. We do not want to remove this distributional shift by simply adopting a conservative exploration strategy, because learning an exploration strategy enables an agent to collect better data for faster adaptation. Instead, we propose a hybrid offline meta-RL algorithm, which uses offline data with rewards to meta-train an adaptive policy, and then collects additional unsupervised online data, without any reward labels to bridge this distribution shift. By not requiring reward labels for online collection, this data can be much cheaper to collect. We compare our method to prior work on offline meta-RL on simulated robot locomotion and manipulation tasks and find that using additional unsupervised online data collection leads to a dramatic improvement in the adaptive capabilities of the meta-trained policies, matching the performance of fully online meta-RL on a range of challenging domains that require generalization to new tasks.",48,Meta reinforcement learning RL can meta train policies that adapt to new tasks with orders of magnitude less data than standard RL but meta training itself is costly and time consuming If we can meta train on offline data then we can reuse the same static dataset labeled once with rewards for different tasks to meta train policies that adapt to a variety of new tasks at meta test time Although this capability would make meta RL a practical tool for real world use offline meta RL presents additional challenges beyond online meta RL or standard offline RL settings Meta RL learns an exploration strategy that collects data for adapting and also meta trains a policy that quickly adapts to data from a new task Since this policy was meta trained on a fixed offline dataset it might behave unpredictably when adapting to data collected by the learned exploration strategy which differs systematically from the offline data and thus induces distributional shift We do not want to remove this distributional shift by simply adopting a conservative exploration strategy because learning an exploration strategy enables an agent to collect better data for faster adaptation Instead we propose a hybrid offline meta RL algorithm which uses offline data with rewards to meta train an adaptive policy and then collects additional unsupervised online data without any reward labels to bridge this distribution shift By not requiring reward labels for online collection this data can be much cheaper to collect We compare our method to prior work on offline meta RL on simulated robot locomotion and manipulation tasks and find that using additional unsupervised online data collection leads to a dramatic improvement in the adaptive capabilities of the meta trained policies matching the performance of fully online meta RL on a range of challenging domains that require generalization to new tasks
48,48,Meta Learning,Bayesian Model-Agnostic Meta-Learning,http://arxiv.org/abs/1806.03836v4,"Learning to infer Bayesian posterior from a few-shot dataset is an important step towards robust meta-learning due to the model uncertainty inherent in the problem. In this paper, we propose a novel Bayesian model-agnostic meta-learning method. The proposed method combines scalable gradient-based meta-learning with nonparametric variational inference in a principled probabilistic framework. During fast adaptation, the method is capable of learning complex uncertainty structure beyond a point estimate or a simple Gaussian approximation. In addition, a robust Bayesian meta-update mechanism with a new meta-loss prevents overfitting during meta-update. Remaining an efficient gradient-based meta-learner, the method is also model-agnostic and simple to implement. Experiment results show the accuracy and robustness of the proposed method in various tasks: sinusoidal regression, image classification, active learning, and reinforcement learning.",49,Learning to infer Bayesian posterior from a few shot dataset is an important step towards robust meta learning due to the model uncertainty inherent in the problem In this paper we propose a novel Bayesian model agnostic meta learning method The proposed method combines scalable gradient based meta learning with nonparametric variational inference in a principled probabilistic framework During fast adaptation the method is capable of learning complex uncertainty structure beyond a point estimate or a simple Gaussian approximation In addition a robust Bayesian meta update mechanism with a new meta loss prevents overfitting during meta update Remaining an efficient gradient based meta learner the method is also model agnostic and simple to implement Experiment results show the accuracy and robustness of the proposed method in various tasks sinusoidal regression image classification active learning and reinforcement learning
49,49,Meta Learning,The effects of negative adaptation in Model-Agnostic Meta-Learning,http://arxiv.org/abs/1812.02159v1,"The capacity of meta-learning algorithms to quickly adapt to a variety of tasks, including ones they did not experience during meta-training, has been a key factor in the recent success of these methods on few-shot learning problems. This particular advantage of using meta-learning over standard supervised or reinforcement learning is only well founded under the assumption that the adaptation phase does improve the performance of our model on the task of interest. However, in the classical framework of meta-learning, this constraint is only mildly enforced, if not at all, and we only see an improvement on average over a distribution of tasks. In this paper, we show that the adaptation in an algorithm like MAML can significantly decrease the performance of an agent in a meta-reinforcement learning setting, even on a range of meta-training tasks.",50,The capacity of meta learning algorithms to quickly adapt to a variety of tasks including ones they did not experience during meta training has been a key factor in the recent success of these methods on few shot learning problems This particular advantage of using meta learning over standard supervised or reinforcement learning is only well founded under the assumption that the adaptation phase does improve the performance of our model on the task of interest However in the classical framework of meta learning this constraint is only mildly enforced if not at all and we only see an improvement on average over a distribution of tasks In this paper we show that the adaptation in an algorithm like MAML can significantly decrease the performance of an agent in a meta reinforcement learning setting even on a range of meta training tasks
50,50,Meta Learning,Hierarchical Meta Learning,http://arxiv.org/abs/1904.09081v1,"Meta learning is a promising solution to few-shot learning problems. However, existing meta learning methods are restricted to the scenarios where training and application tasks share the same out-put structure. To obtain a meta model applicable to the tasks with new structures, it is required to collect new training data and repeat the time-consuming meta training procedure. This makes them inefficient or even inapplicable in learning to solve heterogeneous few-shot learning tasks. We thus develop a novel and principled HierarchicalMeta Learning (HML) method. Different from existing methods that only focus on optimizing the adaptability of a meta model to similar tasks, HML also explicitly optimizes its generalizability across heterogeneous tasks. To this end, HML first factorizes a set of similar training tasks into heterogeneous ones and trains the meta model over them at two levels to maximize adaptation and generalization performance respectively. The resultant model can then directly generalize to new tasks. Extensive experiments on few-shot classification and regression problems clearly demonstrate the superiority of HML over fine-tuning and state-of-the-art meta learning approaches in terms of generalization across heterogeneous tasks.",51,Meta learning is a promising solution to few shot learning problems However existing meta learning methods are restricted to the scenarios where training and application tasks share the same out put structure To obtain a meta model applicable to the tasks with new structures it is required to collect new training data and repeat the time consuming meta training procedure This makes them inefficient or even inapplicable in learning to solve heterogeneous few shot learning tasks We thus develop a novel and principled HierarchicalMeta Learning HML method Different from existing methods that only focus on optimizing the adaptability of a meta model to similar tasks HML also explicitly optimizes its generalizability across heterogeneous tasks To this end HML first factorizes a set of similar training tasks into heterogeneous ones and trains the meta model over them at two levels to maximize adaptation and generalization performance respectively The resultant model can then directly generalize to new tasks Extensive experiments on few shot classification and regression problems clearly demonstrate the superiority of HML over fine tuning and state of the art meta learning approaches in terms of generalization across heterogeneous tasks
51,51,Meta Learning,Structured Prediction for Conditional Meta-Learning,http://arxiv.org/abs/2002.08799v2,"The goal of optimization-based meta-learning is to find a single initialization shared across a distribution of tasks to speed up the process of learning new tasks. Conditional meta-learning seeks task-specific initialization to better capture complex task distributions and improve performance. However, many existing conditional methods are difficult to generalize and lack theoretical guarantees. In this work, we propose a new perspective on conditional meta-learning via structured prediction. We derive task-adaptive structured meta-learning (TASML), a principled framework that yields task-specific objective functions by weighing meta-training data on target tasks. Our non-parametric approach is model-agnostic and can be combined with existing meta-learning methods to achieve conditioning. Empirically, we show that TASML improves the performance of existing meta-learning models, and outperforms the state-of-the-art on benchmark datasets.",52,The goal of optimization based meta learning is to find a single initialization shared across a distribution of tasks to speed up the process of learning new tasks Conditional meta learning seeks task specific initialization to better capture complex task distributions and improve performance However many existing conditional methods are difficult to generalize and lack theoretical guarantees In this work we propose a new perspective on conditional meta learning via structured prediction We derive task adaptive structured meta learning TASML a principled framework that yields task specific objective functions by weighing meta training data on target tasks Our non parametric approach is model agnostic and can be combined with existing meta learning methods to achieve conditioning Empirically we show that TASML improves the performance of existing meta learning models and outperforms the state of the art on benchmark datasets
52,52,Meta Learning,Learning Abstract Task Representations,http://arxiv.org/abs/2101.07852v3,"A proper form of data characterization can guide the process of learning-algorithm selection and model-performance estimation. The field of meta-learning has provided a rich body of work describing effective forms of data characterization using different families of meta-features (statistical, model-based, information-theoretic, topological, etc.). In this paper, we start with the abundant set of existing meta-features and propose a method to induce new abstract meta-features as latent variables in a deep neural network. We discuss the pitfalls of using traditional meta-features directly and argue for the importance of learning high-level task properties. We demonstrate our methodology using a deep neural network as a feature extractor. We demonstrate that 1) induced meta-models mapping abstract meta-features to generalization performance outperform other methods by ~18% on average, and 2) abstract meta-features attain high feature-relevance scores.",53,A proper form of data characterization can guide the process of learning algorithm selection and model performance estimation The field of meta learning has provided a rich body of work describing effective forms of data characterization using different families of meta features statistical model based information theoretic topological etc In this paper we start with the abundant set of existing meta features and propose a method to induce new abstract meta features as latent variables in a deep neural network We discuss the pitfalls of using traditional meta features directly and argue for the importance of learning high level task properties We demonstrate our methodology using a deep neural network as a feature extractor We demonstrate that 0 induced meta models mapping abstract meta features to generalization performance outperform other methods by 0 on average and 0 abstract meta features attain high feature relevance scores
53,53,Meta Learning,Transfer Bayesian Meta-learning via Weighted Free Energy Minimization,http://arxiv.org/abs/2106.10711v2,"Meta-learning optimizes the hyperparameters of a training procedure, such as its initialization, kernel, or learning rate, based on data sampled from a number of auxiliary tasks. A key underlying assumption is that the auxiliary tasks, known as meta-training tasks, share the same generating distribution as the tasks to be encountered at deployment time, known as meta-test tasks. This may, however, not be the case when the test environment differ from the meta-training conditions. To address shifts in task generating distribution between meta-training and meta-testing phases, this paper introduces weighted free energy minimization (WFEM) for transfer meta-learning. We instantiate the proposed approach for non-parametric Bayesian regression and classification via Gaussian Processes (GPs). The method is validated on a toy sinusoidal regression problem, as well as on classification using miniImagenet and CUB data sets, through comparison with standard meta-learning of GP priors as implemented by PACOH.",54,Meta learning optimizes the hyperparameters of a training procedure such as its initialization kernel or learning rate based on data sampled from a number of auxiliary tasks A key underlying assumption is that the auxiliary tasks known as meta training tasks share the same generating distribution as the tasks to be encountered at deployment time known as meta test tasks This may however not be the case when the test environment differ from the meta training conditions To address shifts in task generating distribution between meta training and meta testing phases this paper introduces weighted free energy minimization WFEM for transfer meta learning We instantiate the proposed approach for non parametric Bayesian regression and classification via Gaussian Processes GPs The method is validated on a toy sinusoidal regression problem as well as on classification using miniImagenet and CUB data sets through comparison with standard meta learning of GP priors as implemented by PACOH
54,54,Meta Learning,Frustratingly Easy Meta-Embedding -- Computing Meta-Embeddings by Averaging Source Word Embeddings,http://arxiv.org/abs/1804.05262v1,"Creating accurate meta-embeddings from pre-trained source embeddings has received attention lately. Methods based on global and locally-linear transformation and concatenation have shown to produce accurate meta-embeddings. In this paper, we show that the arithmetic mean of two distinct word embedding sets yields a performant meta-embedding that is comparable or better than more complex meta-embedding learning methods. The result seems counter-intuitive given that vector spaces in different source embeddings are not comparable and cannot be simply averaged. We give insight into why averaging can still produce accurate meta-embedding despite the incomparability of the source vector spaces.",55,Creating accurate meta embeddings from pre trained source embeddings has received attention lately Methods based on global and locally linear transformation and concatenation have shown to produce accurate meta embeddings In this paper we show that the arithmetic mean of two distinct word embedding sets yields a performant meta embedding that is comparable or better than more complex meta embedding learning methods The result seems counter intuitive given that vector spaces in different source embeddings are not comparable and cannot be simply averaged We give insight into why averaging can still produce accurate meta embedding despite the incomparability of the source vector spaces
55,55,Meta Learning,BOML: A Modularized Bilevel Optimization Library in Python for Meta Learning,http://arxiv.org/abs/2009.13357v1,"Meta-learning (a.k.a. learning to learn) has recently emerged as a promising paradigm for a variety of applications. There are now many meta-learning methods, each focusing on different modeling aspects of base and meta learners, but all can be (re)formulated as specific bilevel optimization problems. This work presents BOML, a modularized optimization library that unifies several meta-learning algorithms into a common bilevel optimization framework. It provides a hierarchical optimization pipeline together with a variety of iteration modules, which can be used to solve the mainstream categories of meta-learning methods, such as meta-feature-based and meta-initialization-based formulations. The library is written in Python and is available at https://github.com/dut-media-lab/BOML.",56,Meta learning a k a learning to learn has recently emerged as a promising paradigm for a variety of applications There are now many meta learning methods each focusing on different modeling aspects of base and meta learners but all can be re formulated as specific bilevel optimization problems This work presents BOML a modularized optimization library that unifies several meta learning algorithms into a common bilevel optimization framework It provides a hierarchical optimization pipeline together with a variety of iteration modules which can be used to solve the mainstream categories of meta learning methods such as meta feature based and meta initialization based formulations The library is written in Python and is available at https github com dut media lab BOML
56,56,Meta Learning,A Reweighted Meta Learning Framework for Robust Few Shot Learning,http://arxiv.org/abs/2011.06782v1,"Model-Agnostic Meta-Learning (MAML) is a popular gradient-based meta-learning framework that tries to find an optimal initialization to minimize the expected loss across all tasks during meta-training. However, it inherently assumes that the contribution of each instance/task to the meta-learner is equal. Therefore, it fails to address the problem of domain differences between base and novel classes in few-shot learning. In this work, we propose a novel and robust meta-learning algorithm, called RW-MAML, which learns to assign weights to training instances or tasks. We consider these weights to be hyper-parameters. Hence, we iteratively optimize the weights using a small set of validation tasks and an online approximation in a \emph{bi-bi-level} optimization framework, in contrast to the standard bi-level optimization in MAML. Therefore, we investigate a practical evaluation setting to demonstrate the scalability of our RW-MAML in two scenarios: (1) out-of-distribution tasks and (2) noisy labels in the meta-training stage. Extensive experiments on synthetic and real-world datasets demonstrate that our framework efficiently mitigates the effects of ""unwanted"" instances, showing that our proposed technique significantly outperforms state-of-the-art robust meta-learning methods.",57,Model Agnostic Meta Learning MAML is a popular gradient based meta learning framework that tries to find an optimal initialization to minimize the expected loss across all tasks during meta training However it inherently assumes that the contribution of each instance task to the meta learner is equal Therefore it fails to address the problem of domain differences between base and novel classes in few shot learning In this work we propose a novel and robust meta learning algorithm called RW MAML which learns to assign weights to training instances or tasks We consider these weights to be hyper parameters Hence we iteratively optimize the weights using a small set of validation tasks and an online approximation in a emph bi bi level optimization framework in contrast to the standard bi level optimization in MAML Therefore we investigate a practical evaluation setting to demonstrate the scalability of our RW MAML in two scenarios 0 out of distribution tasks and 0 noisy labels in the meta training stage Extensive experiments on synthetic and real world datasets demonstrate that our framework efficiently mitigates the effects of unwanted instances showing that our proposed technique significantly outperforms state of the art robust meta learning methods
57,57,Meta Learning,Meta-Learning with Fewer Tasks through Task Interpolation,http://arxiv.org/abs/2106.02695v1,"Meta-learning enables algorithms to quickly learn a newly encountered task with just a few labeled examples by transferring previously learned knowledge. However, the bottleneck of current meta-learning algorithms is the requirement of a large number of meta-training tasks, which may not be accessible in real-world scenarios. To address the challenge that available tasks may not densely sample the space of tasks, we propose to augment the task set through interpolation. By meta-learning with task interpolation (MLTI), our approach effectively generates additional tasks by randomly sampling a pair of tasks and interpolating the corresponding features and labels. Under both gradient-based and metric-based meta-learning settings, our theoretical analysis shows MLTI corresponds to a data-adaptive meta-regularization and further improves the generalization. Empirically, in our experiments on eight datasets from diverse domains including image recognition, pose prediction, molecule property prediction, and medical image classification, we find that the proposed general MLTI framework is compatible with representative meta-learning algorithms and consistently outperforms other state-of-the-art strategies.",58,Meta learning enables algorithms to quickly learn a newly encountered task with just a few labeled examples by transferring previously learned knowledge However the bottleneck of current meta learning algorithms is the requirement of a large number of meta training tasks which may not be accessible in real world scenarios To address the challenge that available tasks may not densely sample the space of tasks we propose to augment the task set through interpolation By meta learning with task interpolation MLTI our approach effectively generates additional tasks by randomly sampling a pair of tasks and interpolating the corresponding features and labels Under both gradient based and metric based meta learning settings our theoretical analysis shows MLTI corresponds to a data adaptive meta regularization and further improves the generalization Empirically in our experiments on eight datasets from diverse domains including image recognition pose prediction molecule property prediction and medical image classification we find that the proposed general MLTI framework is compatible with representative meta learning algorithms and consistently outperforms other state of the art strategies
58,58,Meta Learning,Meta-Learning-based Deep Reinforcement Learning for Multiobjective Optimization Problems,http://arxiv.org/abs/2105.02741v1,"Deep reinforcement learning (DRL) has recently shown its success in tackling complex combinatorial optimization problems. When these problems are extended to multiobjective ones, it becomes difficult for the existing DRL approaches to flexibly and efficiently deal with multiple subproblems determined by weight decomposition of objectives. This paper proposes a concise meta-learning-based DRL approach. It first trains a meta-model by meta-learning. The meta-model is fine-tuned with a few update steps to derive submodels for the corresponding subproblems. The Pareto front is built accordingly. The computational experiments on multiobjective traveling salesman problems demonstrate the superiority of our method over most of learning-based and iteration-based approaches.",59,Deep reinforcement learning DRL has recently shown its success in tackling complex combinatorial optimization problems When these problems are extended to multiobjective ones it becomes difficult for the existing DRL approaches to flexibly and efficiently deal with multiple subproblems determined by weight decomposition of objectives This paper proposes a concise meta learning based DRL approach It first trains a meta model by meta learning The meta model is fine tuned with a few update steps to derive submodels for the corresponding subproblems The Pareto front is built accordingly The computational experiments on multiobjective traveling salesman problems demonstrate the superiority of our method over most of learning based and iteration based approaches
59,59,Meta Learning,Meta-Learning Mean Functions for Gaussian Processes,http://arxiv.org/abs/1901.08098v4,"When fitting Bayesian machine learning models on scarce data, the main challenge is to obtain suitable prior knowledge and encode it into the model. Recent advances in meta-learning offer powerful methods for extracting such prior knowledge from data acquired in related tasks. When it comes to meta-learning in Gaussian process models, approaches in this setting have mostly focused on learning the kernel function of the prior, but not on learning its mean function. In this work, we explore meta-learning the mean function of a Gaussian process prior. We present analytical and empirical evidence that mean function learning can be useful in the meta-learning setting, discuss the risk of overfitting, and draw connections to other meta-learning approaches, such as model agnostic meta-learning and functional PCA.",60,When fitting Bayesian machine learning models on scarce data the main challenge is to obtain suitable prior knowledge and encode it into the model Recent advances in meta learning offer powerful methods for extracting such prior knowledge from data acquired in related tasks When it comes to meta learning in Gaussian process models approaches in this setting have mostly focused on learning the kernel function of the prior but not on learning its mean function In this work we explore meta learning the mean function of a Gaussian process prior We present analytical and empirical evidence that mean function learning can be useful in the meta learning setting discuss the risk of overfitting and draw connections to other meta learning approaches such as model agnostic meta learning and functional PCA
60,60,Meta Learning,Improving the Generalization of Meta-learning on Unseen Domains via Adversarial Shift,http://arxiv.org/abs/2107.11056v1,"Meta-learning provides a promising way for learning to efficiently learn and achieves great success in many applications. However, most meta-learning literature focuses on dealing with tasks from a same domain, making it brittle to generalize to tasks from the other unseen domains. In this work, we address this problem by simulating tasks from the other unseen domains to improve the generalization and robustness of meta-learning method. Specifically, we propose a model-agnostic shift layer to learn how to simulate the domain shift and generate pseudo tasks, and develop a new adversarial learning-to-learn mechanism to train it. Based on the pseudo tasks, the meta-learning model can learn cross-domain meta-knowledge, which can generalize well on unseen domains. We conduct extensive experiments under the domain generalization setting. Experimental results demonstrate that the proposed shift layer is applicable to various meta-learning frameworks. Moreover, our method also leads to state-of-the-art performance on different cross-domain few-shot classification benchmarks and produces good results on cross-domain few-shot regression.",61,Meta learning provides a promising way for learning to efficiently learn and achieves great success in many applications However most meta learning literature focuses on dealing with tasks from a same domain making it brittle to generalize to tasks from the other unseen domains In this work we address this problem by simulating tasks from the other unseen domains to improve the generalization and robustness of meta learning method Specifically we propose a model agnostic shift layer to learn how to simulate the domain shift and generate pseudo tasks and develop a new adversarial learning to learn mechanism to train it Based on the pseudo tasks the meta learning model can learn cross domain meta knowledge which can generalize well on unseen domains We conduct extensive experiments under the domain generalization setting Experimental results demonstrate that the proposed shift layer is applicable to various meta learning frameworks Moreover our method also leads to state of the art performance on different cross domain few shot classification benchmarks and produces good results on cross domain few shot regression
61,61,Meta Learning,Meta-Learning for Low-resource Natural Language Generation in Task-oriented Dialogue Systems,http://arxiv.org/abs/1905.05644v1,"Natural language generation (NLG) is an essential component of task-oriented dialogue systems. Despite the recent success of neural approaches for NLG, they are typically developed for particular domains with rich annotated training examples. In this paper, we study NLG in a low-resource setting to generate sentences in new scenarios with handful training examples. We formulate the problem from a meta-learning perspective, and propose a generalized optimization-based approach (Meta-NLG) based on the well-recognized model-agnostic meta-learning (MAML) algorithm. Meta-NLG defines a set of meta tasks, and directly incorporates the objective of adapting to new low-resource NLG tasks into the meta-learning optimization process. Extensive experiments are conducted on a large multi-domain dataset (MultiWoz) with diverse linguistic variations. We show that Meta-NLG significantly outperforms other training procedures in various low-resource configurations. We analyze the results, and demonstrate that Meta-NLG adapts extremely fast and well to low-resource situations.",62,Natural language generation NLG is an essential component of task oriented dialogue systems Despite the recent success of neural approaches for NLG they are typically developed for particular domains with rich annotated training examples In this paper we study NLG in a low resource setting to generate sentences in new scenarios with handful training examples We formulate the problem from a meta learning perspective and propose a generalized optimization based approach Meta NLG based on the well recognized model agnostic meta learning MAML algorithm Meta NLG defines a set of meta tasks and directly incorporates the objective of adapting to new low resource NLG tasks into the meta learning optimization process Extensive experiments are conducted on a large multi domain dataset MultiWoz with diverse linguistic variations We show that Meta NLG significantly outperforms other training procedures in various low resource configurations We analyze the results and demonstrate that Meta NLG adapts extremely fast and well to low resource situations
62,62,Meta Learning,Meta-Learning for Few-Shot NMT Adaptation,http://arxiv.org/abs/2004.02745v1,"We present META-MT, a meta-learning approach to adapt Neural Machine Translation (NMT) systems in a few-shot setting. META-MT provides a new approach to make NMT models easily adaptable to many target domains with the minimal amount of in-domain data. We frame the adaptation of NMT systems as a meta-learning problem, where we learn to adapt to new unseen domains based on simulated offline meta-training domain adaptation tasks. We evaluate the proposed meta-learning strategy on ten domains with general large scale NMT systems. We show that META-MT significantly outperforms classical domain adaptation when very few in-domain examples are available. Our experiments shows that META-MT can outperform classical fine-tuning by up to 2.5 BLEU points after seeing only 4, 000 translated words (300 parallel sentences).",63,We present META MT a meta learning approach to adapt Neural Machine Translation NMT systems in a few shot setting META MT provides a new approach to make NMT models easily adaptable to many target domains with the minimal amount of in domain data We frame the adaptation of NMT systems as a meta learning problem where we learn to adapt to new unseen domains based on simulated offline meta training domain adaptation tasks We evaluate the proposed meta learning strategy on ten domains with general large scale NMT systems We show that META MT significantly outperforms classical domain adaptation when very few in domain examples are available Our experiments shows that META MT can outperform classical fine tuning by up to 0 0 BLEU points after seeing only 0 0 translated words 0 parallel sentences
63,63,Meta Learning,MGHRL: Meta Goal-generation for Hierarchical Reinforcement Learning,http://arxiv.org/abs/1909.13607v4,"Most meta reinforcement learning (meta-RL) methods learn to adapt to new tasks by directly optimizing the parameters of policies over primitive action space. Such algorithms work well in tasks with relatively slight difference. However, when the task distribution becomes wider, it would be quite inefficient to directly learn such a meta-policy. In this paper, we propose a new meta-RL algorithm called Meta Goal-generation for Hierarchical RL (MGHRL). Instead of directly generating policies over primitive action space for new tasks, MGHRL learns to generate high-level meta strategies over subgoals given past experience and leaves the rest of how to achieve subgoals as independent RL subtasks. Our empirical results on several challenging simulated robotics environments show that our method enables more efficient and generalized meta-learning from past experience.",64,Most meta reinforcement learning meta RL methods learn to adapt to new tasks by directly optimizing the parameters of policies over primitive action space Such algorithms work well in tasks with relatively slight difference However when the task distribution becomes wider it would be quite inefficient to directly learn such a meta policy In this paper we propose a new meta RL algorithm called Meta Goal generation for Hierarchical RL MGHRL Instead of directly generating policies over primitive action space for new tasks MGHRL learns to generate high level meta strategies over subgoals given past experience and leaves the rest of how to achieve subgoals as independent RL subtasks Our empirical results on several challenging simulated robotics environments show that our method enables more efficient and generalized meta learning from past experience
64,64,Meta Learning,PACOH: Bayes-Optimal Meta-Learning with PAC-Guarantees,http://arxiv.org/abs/2002.05551v5,"Meta-learning can successfully acquire useful inductive biases from data. Yet, its generalization properties to unseen learning tasks are poorly understood. Particularly if the number of meta-training tasks is small, this raises concerns about overfitting. We provide a theoretical analysis using the PAC-Bayesian framework and derive novel generalization bounds for meta-learning. Using these bounds, we develop a class of PAC-optimal meta-learning algorithms with performance guarantees and a principled meta-level regularization. Unlike previous PAC-Bayesian meta-learners, our method results in a standard stochastic optimization problem which can be solved efficiently and scales well. When instantiating our PAC-optimal hyper-posterior (PACOH) with Gaussian processes and Bayesian Neural Networks as base learners, the resulting methods yield state-of-the-art performance, both in terms of predictive accuracy and the quality of uncertainty estimates. Thanks to their principled treatment of uncertainty, our meta-learners can also be successfully employed for sequential decision problems.",65,Meta learning can successfully acquire useful inductive biases from data Yet its generalization properties to unseen learning tasks are poorly understood Particularly if the number of meta training tasks is small this raises concerns about overfitting We provide a theoretical analysis using the PAC Bayesian framework and derive novel generalization bounds for meta learning Using these bounds we develop a class of PAC optimal meta learning algorithms with performance guarantees and a principled meta level regularization Unlike previous PAC Bayesian meta learners our method results in a standard stochastic optimization problem which can be solved efficiently and scales well When instantiating our PAC optimal hyper posterior PACOH with Gaussian processes and Bayesian Neural Networks as base learners the resulting methods yield state of the art performance both in terms of predictive accuracy and the quality of uncertainty estimates Thanks to their principled treatment of uncertainty our meta learners can also be successfully employed for sequential decision problems
65,65,Meta Learning,MetaDelta: A Meta-Learning System for Few-shot Image Classification,http://arxiv.org/abs/2102.10744v1,"Meta-learning aims at learning quickly on novel tasks with limited data by transferring generic experience learned from previous tasks. Naturally, few-shot learning has been one of the most popular applications for meta-learning. However, existing meta-learning algorithms rarely consider the time and resource efficiency or the generalization capacity for unknown datasets, which limits their applicability in real-world scenarios. In this paper, we propose MetaDelta, a novel practical meta-learning system for the few-shot image classification. MetaDelta consists of two core components: i) multiple meta-learners supervised by a central controller to ensure efficiency, and ii) a meta-ensemble module in charge of integrated inference and better generalization. In particular, each meta-learner in MetaDelta is composed of a unique pretrained encoder fine-tuned by batch training and parameter-free decoder used for prediction. MetaDelta ranks first in the final phase in the AAAI 2021 MetaDL Challenge\footnote{https://competitions.codalab.org/competitions/26638}, demonstrating the advantages of our proposed system. The codes are publicly available at https://github.com/Frozenmad/MetaDelta.",66,Meta learning aims at learning quickly on novel tasks with limited data by transferring generic experience learned from previous tasks Naturally few shot learning has been one of the most popular applications for meta learning However existing meta learning algorithms rarely consider the time and resource efficiency or the generalization capacity for unknown datasets which limits their applicability in real world scenarios In this paper we propose MetaDelta a novel practical meta learning system for the few shot image classification MetaDelta consists of two core components i multiple meta learners supervised by a central controller to ensure efficiency and ii a meta ensemble module in charge of integrated inference and better generalization In particular each meta learner in MetaDelta is composed of a unique pretrained encoder fine tuned by batch training and parameter free decoder used for prediction MetaDelta ranks first in the final phase in the AAAI 0 MetaDL Challenge footnote https competitions codalab org competitions 0 demonstrating the advantages of our proposed system The codes are publicly available at https github com Frozenmad MetaDelta
66,66,Meta Learning,Gradient-Based Meta-Learning with Learned Layerwise Metric and Subspace,http://arxiv.org/abs/1801.05558v3,"Gradient-based meta-learning methods leverage gradient descent to learn the commonalities among various tasks. While previous such methods have been successful in meta-learning tasks, they resort to simple gradient descent during meta-testing. Our primary contribution is the {\em MT-net}, which enables the meta-learner to learn on each layer's activation space a subspace that the task-specific learner performs gradient descent on. Additionally, a task-specific learner of an {\em MT-net} performs gradient descent with respect to a meta-learned distance metric, which warps the activation space to be more sensitive to task identity. We demonstrate that the dimension of this learned subspace reflects the complexity of the task-specific learner's adaptation task, and also that our model is less sensitive to the choice of initial learning rates than previous gradient-based meta-learning methods. Our method achieves state-of-the-art or comparable performance on few-shot classification and regression tasks.",67,Gradient based meta learning methods leverage gradient descent to learn the commonalities among various tasks While previous such methods have been successful in meta learning tasks they resort to simple gradient descent during meta testing Our primary contribution is the em MT net which enables the meta learner to learn on each layer s activation space a subspace that the task specific learner performs gradient descent on Additionally a task specific learner of an em MT net performs gradient descent with respect to a meta learned distance metric which warps the activation space to be more sensitive to task identity We demonstrate that the dimension of this learned subspace reflects the complexity of the task specific learner s adaptation task and also that our model is less sensitive to the choice of initial learning rates than previous gradient based meta learning methods Our method achieves state of the art or comparable performance on few shot classification and regression tasks
